Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Sun, L., Wang, Y., Greene, B., Xiao, Q., Jiao, C., Ji, M., Wu, Y.",57022547900; 57023673700; 56537907600; 57022974400; 57190259914; 57023036000; 43961714200,Facilitators and barriers to using physical activity smartphone apps among Chinese patients with chronic diseases,2017,BMC Medical Informatics and Decision Making,17,1,44,,,,2,10.1186/s12911-017-0446-0,https://www.scopus.com/inward/record.url?eid=2-s2.0-85018520622&partnerID=40&md5=1dc680dd1885a254b621080ac1f6acdd,Article,Final,Open Access,Scopus,2-s2.0-85018520622
"Alshamsi, A.Z., Barka, E.S.",57193950091; 19336759600,Implementation of energy efficient/lightweight encryption algorithm for wireless body area networks,2017,"2017 International Conference on Informatics, Health and Technology, ICIHT 2017",,,7899139,,,,2,10.1109/ICIHT.2017.7899139,https://www.scopus.com/inward/record.url?eid=2-s2.0-85019255249&partnerID=40&md5=c237eec4c36a8d897fa3342b31a85693,Conference Paper,Final,,Scopus,2-s2.0-85019255249
"Prasad, D., Chiplunkar, N.N., Nayak, K.P.",7103271677; 35172554300; 57207084529,A trusted ubiquitous healthcare monitoring system for hospital environment,2017,International Journal of Mobile Computing and Multimedia Communications,8,2,,14,26,,2,10.4018/IJMCMC.2017040102,https://www.scopus.com/inward/record.url?eid=2-s2.0-85028720733&partnerID=40&md5=85801b3781704f50ab94833cc81bf1aa,Article,Final,,Scopus,2-s2.0-85028720733
"Rivero-García, A., Santos-González, I., Hernández-Goya, C., Caballero-Gil, P., Yung, M.",56204372700; 56204528100; 12807315000; 8881576700; 56837857800,Patients’ data management system protected by identity-based authentication and key exchange,2017,Sensors (Switzerland),17,4,733,,,,2,10.3390/s17040733,https://www.scopus.com/inward/record.url?eid=2-s2.0-85017010869&partnerID=40&md5=6493b9c0409dd7afd03c7c248145b02b,Article,Final,Open Access,Scopus,2-s2.0-85017010869
"Htat, K.K., Williams, P.A.H., McCauley, V.",57024139800; 7404954997; 55327032200,Security of ePrescriptions: Data in transit comparison using existing and mobile device services,2017,ACM International Conference Proceeding Series,,, a56,,,,2,10.1145/3014812.3014870,https://www.scopus.com/inward/record.url?eid=2-s2.0-85014960448&partnerID=40&md5=d279ffb40363ba92610c6c8ee474361e,Conference Paper,Final,,Scopus,2-s2.0-85014960448
"Kreitmair, K.V., Cho, M.K.",57188703155; 7401727667,The neuroethical future of wearable and mobile health technology,2017,Neuroethics: Anticipating the Future,,,,80,107,,2,10.1093/oso/9780198786832.003.0005,https://www.scopus.com/inward/record.url?eid=2-s2.0-85047775519&partnerID=40&md5=adc216033f04dc7e8b2aa869d9818a3c,Book Chapter,Final,,Scopus,2-s2.0-85047775519
"Jusoh, S.",24724526600,"A survey on trend, opportunities and challenges of mHealth apps",2017,International Journal of Interactive Mobile Technologies,11,6,,73,85,,2,10.3991/ijim.v11i6.7265,https://www.scopus.com/inward/record.url?eid=2-s2.0-85041036942&partnerID=40&md5=e95f274f995dcd9ac68e97991736c17d,Article,Final,Open Access,Scopus,2-s2.0-85041036942
"Meng, W., Li, W., Wang, Y., Au, M.H.",56062319900; 57189107700; 55979180900; 57198352843,Detecting malicious nodes in medical smartphone networks through euclidean distance-based behavioral profiling,2017,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10581 LNCS,,,163,175,,2,10.1007/978-3-319-69471-9_12,https://www.scopus.com/inward/record.url?eid=2-s2.0-85034247540&partnerID=40&md5=0bcf892ff4eb988ff5150e0c12f87c03,Conference Paper,Final,,Scopus,2-s2.0-85034247540
"Yang, H., Yang, Y., Xu, W., Pang, Y.",57196053996; 36175223200; 56120558700; 57208591867,An automatic fall detection system based on derivative dynamic time warping,2017,Communications in Computer and Information Science,729,,,427,438,,2,10.1007/978-981-10-6442-5_40,https://www.scopus.com/inward/record.url?eid=2-s2.0-85031427328&partnerID=40&md5=176d53a4291640942ca94f49209c976b,Conference Paper,Final,,Scopus,2-s2.0-85031427328
"Gonzalez, E., Peña, R., Avila, A., Vargas-Rosales, C., Munoz-Rodriguez, D.",57191950563; 56673719500; 15844991800; 57192363563; 55989808900,A Systematic Review on Recent Advances in mHealth Systems: Deployment Architecture for Emergency Response,2017,Journal of Healthcare Engineering,2017,,9186270,,,,2,10.1155/2017/9186270,https://www.scopus.com/inward/record.url?eid=2-s2.0-85030788826&partnerID=40&md5=07a0df5a90d5d4f0046ef7375641af20,Review,Final,Open Access,Scopus,2-s2.0-85030788826
"Cox, A.M., McKinney, P., Goodale, P.",7402563906; 37361368400; 55418704000,Food logging: an information literacy perspective,2017,Aslib Journal of Information Management,69,2,,184,200,,2,10.1108/AJIM-12-2016-0208,https://www.scopus.com/inward/record.url?eid=2-s2.0-85020121034&partnerID=40&md5=59ceed7b5ac694ed66e0afeb1ebb8175,Article,Final,,Scopus,2-s2.0-85020121034
"Rose, A., Del Arroyo, J.G., Bindewald, J., Ramsey, B.",57194156742; 57194160307; 56394424100; 35981314800,BlueFinder: A range-finding tool for bluetooth classic and low energy,2017,"Proceedings of the 12th International Conference on Cyber Warfare and Security, ICCWS 2017",,,,303,312,,2,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85018991438&partnerID=40&md5=fb9be58a07f80ef59828ee6154416fd1,Conference Paper,Final,,Scopus,2-s2.0-85018991438
"Yein, N., Pal, S.",57193508106; 57193511741,Technological assistance for fall among aging population: A review,2017,"Smart Innovation, Systems and Technologies",65,,,409,419,,2,10.1007/978-981-10-3518-0_36,https://www.scopus.com/inward/record.url?eid=2-s2.0-85014430032&partnerID=40&md5=a9147b8ae15d7ae60c72f79fe6c9a20b,Conference Paper,Final,,Scopus,2-s2.0-85014430032
"Frilling, S.",57193438691,Medicare Telehealth Services and Nephrology: Policies for Eligibility and Payment,2017,Advances in Chronic Kidney Disease,24,1,,46,50,,2,10.1053/j.ackd.2016.11.003,https://www.scopus.com/inward/record.url?eid=2-s2.0-85013993570&partnerID=40&md5=ba3e9919e7cd4a8e6780d27fb22d1191,Review,Final,,Scopus,2-s2.0-85013993570
"Sethia, D., Singh, S., Singhal, V.",35520212900; 57208157490; 57192080648,ABE based raspberry pi secure health sensor (SHS),2017,Lecture Notes in Electrical Engineering,397,,,599,610,,2,10.1007/978-981-10-1627-1_47,https://www.scopus.com/inward/record.url?eid=2-s2.0-84996844627&partnerID=40&md5=acfdb0b4a63a5312cc2fc170ee0eaf52,Conference Paper,Final,,Scopus,2-s2.0-84996844627
"De Heide, J., Vroegh, C.J., Torok, T.S., Gobbens, R.J.J., Zijlstra, F., Takens-Lameijer, M., Lenzen, M.J., Yap, S.C., Scholte Op Reimer, W.J.M.",57191857621; 57191854774; 57193398521; 16642610100; 55575135700; 57191855883; 7003767891; 9743407800; 6603752469,Get the picture: A pilot feasibility study of telemedical wound assessment using a mobile phone in cardiology patients,2017,Journal of Cardiovascular Nursing,32,2,,E9,E15,,2,10.1097/JCN.0000000000000377,https://www.scopus.com/inward/record.url?eid=2-s2.0-84994335453&partnerID=40&md5=142227e3231fcb3997d46f66bc951cb0,Article,Final,,Scopus,2-s2.0-84994335453
"Michalak, P., Watson, P.",57190253324; 35765689200,"PATH2iot: A Holistic, Distributed Stream Processing System",2017,"Proceedings of the International Conference on Cloud Computing Technology and Science, CloudCom",2017-December,,,25,32,,1,10.1109/CloudCom.2017.35,https://www.scopus.com/inward/record.url?eid=2-s2.0-85044291172&partnerID=40&md5=3b43fc8191382809462b58b67d4bd1f4,Conference Paper,Final,,Scopus,2-s2.0-85044291172
"Gao, Y., Wang, Z., Ji, C., Xiao, P., Qin, J., Li, Z.",57202496167; 15052608600; 55517074300; 57203013766; 57202707471; 57202506588,Design and implementation of a mobile-health call system based on scalable kNN query,2017,"2017 IEEE 19th International Conference on e-Health Networking, Applications and Services, Healthcom 2017",2017-December,,,1,6,,1,10.1109/HealthCom.2017.8210793,https://www.scopus.com/inward/record.url?eid=2-s2.0-85048585764&partnerID=40&md5=70247c4db5a3c97c5cd0434c21abf3f7,Conference Paper,Final,,Scopus,2-s2.0-85048585764
"De La Torre-Diez, I., Trinchet, B.O., Rodrigues, J.J.P.C., Lopez-Coronado, M.",55665183400; 57202501975; 25930566300; 57190706218,Security analysis of a mHealth app in Android: Problems and solutions,2017,"2017 IEEE 19th International Conference on e-Health Networking, Applications and Services, Healthcom 2017",2017-December,,,1,6,,1,10.1109/HealthCom.2017.8210757,https://www.scopus.com/inward/record.url?eid=2-s2.0-85048535852&partnerID=40&md5=5306ba7c1bf237920e0fb90655e7551d,Conference Paper,Final,,Scopus,2-s2.0-85048535852
"Kobayashi, T., Arai, K., Miyajima, H., Tarumi, W., Doi, H., Shinohara, K.",55743775900; 57189322666; 56454884200; 27467918300; 17434015900; 35450153700,Bio-information inference platform using underwear-Type wearable device,2017,"IEEE International Conference on Consumer Electronics - Berlin, ICCE-Berlin",2017-September,,,3,4,,1,10.1109/ICCE-Berlin.2017.8210573,https://www.scopus.com/inward/record.url?eid=2-s2.0-85043981222&partnerID=40&md5=f0f3c88ca878930630e6137c44512cbf,Conference Paper,Final,,Scopus,2-s2.0-85043981222
"Li, Q., Zhu, H.",56209249800; 8882010600,Multi-authority attribute-based access control scheme in mHealth cloud with unbounded attribute universe and decryption outsourcing,2017,"2017 9th International Conference on Wireless Communications and Signal Processing, WCSP 2017 - Proceedings",2017-January,,,1,7,,1,10.1109/WCSP.2017.8171106,https://www.scopus.com/inward/record.url?eid=2-s2.0-85046395528&partnerID=40&md5=b374aff73f83c7483309f848f55874a6,Conference Paper,Final,,Scopus,2-s2.0-85046395528
"Rushambwa, M.C., Gezimati, M., Jeeva, J.B.",57199324379; 57199323379; 41561549600,Development of a wearable wireless body area network for health monitoring of the elderly and disabled,2017,IOP Conference Series: Materials Science and Engineering,263,5,52052,,,,1,10.1088/1757-899X/263/5/052052,https://www.scopus.com/inward/record.url?eid=2-s2.0-85037811242&partnerID=40&md5=f9ef3705adc815867bc9f405df919fa7,Conference Paper,Final,Open Access,Scopus,2-s2.0-85037811242
"Tawalbeh, L.A., Tawalbeh, H., Song, H., Jararweh, Y.",9272095700; 57190413393; 57199094588; 25825095600,Intrusion and attacks over mobile networks and cloud health systems,2017,"2017 IEEE Conference on Computer Communications Workshops, INFOCOM WKSHPS 2017",,,8116345,13,17,,1,10.1109/INFCOMW.2017.8116345,https://www.scopus.com/inward/record.url?eid=2-s2.0-85041279019&partnerID=40&md5=c8a4e33e1665eadcbf591636e375aa28,Conference Paper,Final,,Scopus,2-s2.0-85041279019
"Weiss, M., Botha, A., Herselman, M., Loots, G.",57201058884; 57197011578; 15071685500; 55245884900,Blockchain as an enabler for public mHealth solutions in South Africa,2017,"2017 IST-Africa Week Conference, IST-Africa 2017",,,8102404,,,,1,10.23919/ISTAFRICA.2017.8102404,https://www.scopus.com/inward/record.url?eid=2-s2.0-85043226948&partnerID=40&md5=46d11bef3913634548857e2ffa824486,Conference Paper,Final,,Scopus,2-s2.0-85043226948
"Almutairi, S.",35228865100,An enhancement on class diagram to model a secure context aware system,2017,"IEEE International Conference on Innovations in Green Energy and Healthcare Technologies - 2017, IGEHT 2017",,,8093978,,,,1,10.1109/IGEHT.2017.8093978,https://www.scopus.com/inward/record.url?eid=2-s2.0-85041197002&partnerID=40&md5=bad9d320fdb8891bf8b54f4011084cda,Conference Paper,Final,,Scopus,2-s2.0-85041197002
"Bilek, A.M., Muscionico, D., Amiel, C.",57190585200; 45961393800; 57196404207,A primer on the regulation and development of M-Health products,2017,Regulatory Rapporteur,14,11,,4,7,,1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85032879397&partnerID=40&md5=067ea8d571df310ebee514aedb1f4a87,Article,Final,,Scopus,2-s2.0-85032879397
"Yoo, H., Kim, J.-C., Kim, K.-W., Park, R.C.",56072166700; 56691999100; 57194588503; 55681405300,Context aware based user customized light therapy service using security framework,2017,Journal of Computer Virology and Hacking Techniques,13,4,,279,288,,1,10.1007/s11416-017-0298-2,https://www.scopus.com/inward/record.url?eid=2-s2.0-85021048782&partnerID=40&md5=b05cb009657b179e7dfb7a4d837119c9,Article,Final,,Scopus,2-s2.0-85021048782
"Sharma, V., Sharma, S.",55463070500; 57202864268,Low energy consumption based patient health monitoring by LEACH protocol,2017,"Proceedings of the International Conference on Inventive Systems and Control, ICISC 2017",,,8068632,,,,1,10.1109/ICISC.2017.8068632,https://www.scopus.com/inward/record.url?eid=2-s2.0-85037154890&partnerID=40&md5=e8b10479181c38e955585dafdd786761,Conference Paper,Final,,Scopus,2-s2.0-85037154890
"Koesoema, A.P., Ariani, A., Irawan, Y.S., Soegijoko, S.",15060531500; 36812871800; 6507461266; 6602948229,Design of an mHealth System for Maternal and Children HIV care,2017,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",,,8037397,2630,2633,,1,10.1109/EMBC.2017.8037397,https://www.scopus.com/inward/record.url?eid=2-s2.0-85032209141&partnerID=40&md5=c4fdf876e7d36f1bdd6dc37823875346,Conference Paper,Final,,Scopus,2-s2.0-85032209141
"Zhang, P., Zhang, X., Sun, X., Liu, J.K., Yu, J., Jiang, Z.L.",55547109812; 57196246410; 57126521000; 8842403500; 55682152900; 24344329800,Anonymous anti-sybil attack protocol for mobile healthcare networks analytics,2017,"Proceedings - 16th IEEE International Conference on Trust, Security and Privacy in Computing and Communications, 11th IEEE International Conference on Big Data Science and Engineering and 14th IEEE International Conference on Embedded Software and Systems, Trustcom/BigDataSE/ICESS 2017",,,8029501,668,674,,1,10.1109/Trustcom/BigDataSE/ICESS.2017.298,https://www.scopus.com/inward/record.url?eid=2-s2.0-85032332253&partnerID=40&md5=216a44065b9de7d2b4bc8161d9e41e03,Conference Paper,Final,,Scopus,2-s2.0-85032332253
"Daniels, J., Lane, T., Struthers, H., Maleke, K., Moges, W., McIntyre, J., Coates, T.",55909733900; 10041593800; 14626918700; 57193518211; 57195678716; 7202924765; 57208764924,"Assessing the Feasibility of Smartphone Apps for HIV-Care Research with MSM and Transgender Individuals in Mpumalanga, South Africa",2017,Journal of the International Association of Providers of AIDS Care,16,5,,433,439,,1,10.1177/2325957417724207,https://www.scopus.com/inward/record.url?eid=2-s2.0-85029475679&partnerID=40&md5=3894b460cf7f2c5a53c85ab0ff7cff0d,Article,Final,Open Access,Scopus,2-s2.0-85029475679
"Thiyagaraja, S.R., Dantu, R., Shrestha, P.L., Thompson, M.A., Smith, C.",55627050500; 6602410612; 57195625324; 57195626687; 57201951736,Optimized and Secured Transmission and Retrieval of Vital Signs from Remote Devices,2017,"Proceedings - 2017 IEEE 2nd International Conference on Connected Health: Applications, Systems and Engineering Technologies, CHASE 2017",,,8010570,25,30,,1,10.1109/CHASE.2017.55,https://www.scopus.com/inward/record.url?eid=2-s2.0-85029369513&partnerID=40&md5=63c97f3dfb760b03e6fce110a536865e,Conference Paper,Final,,Scopus,2-s2.0-85029369513
"Asaddok, N., Ghazali, M.",57195905405; 24070212800,"Exploring the usability, security and privacy taxonomy for mobile health applications",2017,"International Conference on Research and Innovation in Information Systems, ICRIIS",,,8002472,,,,1,10.1109/ICRIIS.2017.8002472,https://www.scopus.com/inward/record.url?eid=2-s2.0-85029940851&partnerID=40&md5=eb57f613442ad179fec33e6d18b49c29,Conference Paper,Final,,Scopus,2-s2.0-85029940851
"Tsamis, G., Grammatikakis, M.D., Papagrigoriou, A., Petrakis, P., Piperaki, V., Mouzakitis, A., Coppola, M.",51764446100; 6602582469; 55961041000; 55960684200; 57195513497; 57195511863; 7006029640,Soft real-time smartphone ECG processing,2017,"2017 12th IEEE International Symposium on Industrial Embedded Systems, SIES 2017 - Proceedings",,,7993395,,,,1,10.1109/SIES.2017.7993395,https://www.scopus.com/inward/record.url?eid=2-s2.0-85028549902&partnerID=40&md5=1cb7128c4b6950dc6e61b11bc97d5ecd,Conference Paper,Final,,Scopus,2-s2.0-85028549902
"Singh, K., Landman, A.B.",56531139000; 26633991000,Mobile Health,2017,Key Advances in Clinical Informatics: Transforming Health Care through Health Information Technology,,,,183,196,,1,10.1016/B978-0-12-809523-2.00013-3,https://www.scopus.com/inward/record.url?eid=2-s2.0-85040430621&partnerID=40&md5=d0d9467e4d58935317e42beeee837e46,Book Chapter,Final,,Scopus,2-s2.0-85040430621
"Simon, P.",55435714900,Benefits and risks of connected objects for telemedicine and mobile health | Bénéfices et risques des objets connectés en télémédecine et santé mobile,2017,European Research in Telemedicine,6,2,,47,57,,1,10.1016/j.eurtel.2017.05.002,https://www.scopus.com/inward/record.url?eid=2-s2.0-85023754346&partnerID=40&md5=853f2ccc49a26b85f51cc834dd7cefca,Short Survey,Final,,Scopus,2-s2.0-85023754346
"Simon, P.",55435714900,Lessons learned from key studies on connected devices in telemedicine and mobile health | Les leçons apprises des principales études sur les objets connectés en télémédecine et santé mobile,2017,European Research in Telemedicine,6,2,,67,77,,1,10.1016/j.eurtel.2017.06.003,https://www.scopus.com/inward/record.url?eid=2-s2.0-85021857007&partnerID=40&md5=64f6d3eeab8d66cb6dcf618a6bcdf31f,Article,Final,,Scopus,2-s2.0-85021857007
"Suman, A.B.",57194455534,In search for the value of connectivity: Accountable citizens fostering accountable governance via connectivity: The case of environmental health policies,2017,"Proceedings - 2017 IEEE International Conference on Cloud Engineering, IC2E 2017",,,7923816,298,303,,1,10.1109/IC2E.2017.49,https://www.scopus.com/inward/record.url?eid=2-s2.0-85020227050&partnerID=40&md5=68bbc98e33baec948de15f765d45a3eb,Conference Paper,Final,,Scopus,2-s2.0-85020227050
